id,question1,question2,is_duplicate
18445,"If we found in our galaxy a much more advanced alien civilization that is hostile, militaristic and expansionist, what would we do?",What if an alien comes and tells us that the physics we are studying now is infact a primitive approach and we have made mistakes in our basic assumptions?,0
132247,What is the best all day timetable for class 9th & 10th students?,"In case of failing in retest in 9th class, how a student will be eligible for 10th class?",0
61609,Which states suffered the least from the 2008 financial crisis and why?,Which countries suffered the least from the 2008 financial crisis and why?,0
194595,What are some of the most awkward moments doctors experience?,What are some of the most awkward moments faced by air hostesses?,0
323793,Will banning Rs.500 and Rs.1000 notes help to solve black money and corruption?,How would demonetizing 500 and 1000 rupee notes and introducing new 2000 rupee notes help curb black money and corruption?,1
73470,How do you achieve the freezing point of hexane? How does it compare to ethane?,How do you achieve the freezing point of hexane? How does it compare to pentane?,0
146859,Does it scare you knowing that Donald Trump could be our next POTUS?,Should the prospect of a Donald Trump presidency scare people?,0
46562,What does Hilary Clinton aim to achieve in her first 100 days as the POTUS?,What should we expect in the first 100 days of a Clinton presidency?,1
317928,I am an arts student. What subject will be the best for me after class 12 If I want to appear for UPSC?,"I am a science student, but I want to take commerce in class 11 and I know nothing about the subject. Will it be tough for me to manage?",0
326964,Has Google ever hired anybody who is 40 years old as a software engineer?,What level of software engineer at Google would someone who worked 4 years as a government engineer be?,0
308333,"With the current technology, how long does it take to travel 1 light year? With the future technologies that we are working on now, how much faster do we expect to get?",How long would it take a sound (like a radio wave) to travel 1 light year?,0
327710,How accurate is the depiction of the lives of mole people in Silicon Valley?,"I am not American, but lived in the USA. Why do people consider it a big deal to live in CA, other than Silicon Valley and warm temperatures and high taxes? What is the big deal about California?",0
221580,"If someone dies while his family is on vacation abroad, how long until they know?",How long do royalties of musicians get paid to families after they die?,0
29022,What are the pros and cons of being a driver for Uber or Lyft in Milwaukee?,What are the pros and cons of being a driver for Uber or Lyft in Seattle?,0
339310,Can the president be impeached for crimes he committed prior to taking office?,Can a president be impeached for crimes committed before becoming president?,1
201078,Do you think the evolution of the human race & the existence of god and he being the power behind it could be a reasonable hypothesis?,"Do you believe in the existence of God? If so, could you state reasons for it, or any happenings?",0
262881,"Can I get PR with 65 points for Accounting in Australia? Could you share your story, If you got it recently with 65? How long does it take?","I have X% in 10th, Y% in 12th and Z% in Undergrad, what should be my CAT score to make it to an IIM?",0
87694,"If you like beautiful, intelligent women, where do you spend your time looking for them?",Do you also feel more depressed when you spend time with beautiful girl?,0
246547,"Being formed from the British Indian empire, who does the UK support more, India or Pakistan?","Who can be held more responsible for Partition of India: Congress, Jinnah/Muslim league or the British?",0
283819,Do you think dataquest.io is worth to purchase a premium account to learn data analytics?,How do I build .fxml file using gradle for JAVAFX application with gradle Java plugin and application plugin by applying gradle standard source map?,0
111009,What are the advantages and disadvantages of Choosing UTD (University of Texas Dallas) over NYU Tandon or NYU over UTD for MS in CS ? (Data Science),"For an MS in computer science, which is better: NYU Poly or San Diego State University?",0
45838,What is the mechanism to print currency in the country? How much currency can a country print at a time?,How could one know if a country's government secretly printed a load of its own currency and put it into circulation via its national bank?,0
224682,"What does Chinese intellectual Liang Qi Chao meant by his idea - ""no construction without destruction""?",How did all the Chinese people doing Qi Gong in public parks by themselves learn this art originally? What main benefits are they pursuing?,0
